list_name,name,label,label::Hausa,state,LGA,Ward
clusters,ha_35,HA_35,HA_35,,,kpasham
clusters,anguwa_babuga,Anguwa Babuga,Anguwa Babuga,,,kubo
clusters,kwapala,Kwapala,Kwapala,,,kubuku
clusters,kukareta_pri_school,KUKARETA PRI SCHOOL,KUKARETA PRI SCHOOL,,,kukareta_warsala
clusters,gwange_2,Gwange 2,Gwange 2,,,kukawa
clusters,anguwan_a_shettima,Anguwan A. Shettima,Anguwan A. Shettima,,,kukayasku
clusters,anguwan_liman_alasan,Anguwan Liman Alasan,Anguwan Liman Alasan,,,kukayasku
clusters,anguwan_liman_maazu,Anguwan Liman Maazu,Anguwan Liman Maazu,,,kukayasku
clusters,anguwan_mallam_gawo,Anguwan Mallam Gawo,Anguwan Mallam Gawo,,,kukayasku
clusters,anguwan_mallan_usman,Anguwan Mallan Usman,Anguwan Mallan Usman,,,kukayasku
clusters,tsangan_mallan,Tsangan Mallan,Tsangan Mallan,,,kukayasku
clusters,tsangaya_alh_tujani,Tsangaya Alh Tujani,Tsangaya Alh Tujani,,,kukayasku
clusters,tsangayan_a_tijani,TSANGAYAN A. TIJANI,TSANGAYAN A. TIJANI,,,kukayasku
clusters,tsangayan_bukari,Tsangayan Bukari,Tsangayan Bukari,,,kukayasku
clusters,beti_tagabar,BETI TAGABAR,BETI TAGABAR,,,kukuri
clusters,garba_a_g,GARBA A G,GARBA A G,,,kukuri
clusters,bakasi_ba_danda,Bakasi Ba Danda,Bakasi Ba Danda,,,kumalia
clusters,bakasi_bakin_karfe,Bakasi Bakin Karfe,Bakasi Bakin Karfe,,,kumalia
clusters,bakassi_danjummai,Bakassi Danjummai,Bakassi Danjummai,,,kumalia
clusters,bakassi_danladi,Bakassi Danladi,Bakassi Danladi,,,kumalia
clusters,bulama_ali,Bulama Ali,Bulama Ali,,,kumalia
clusters,chasalla_abbari,Chasalla Abbari,Chasalla Abbari,,,kumalia
clusters,gana_ali_onion_market,Gana Ali Onion Market,Gana Ali Onion Market,,,kumalia
clusters,ggss_monguno,Ggss Monguno,Ggss Monguno,,,kumalia
clusters,goni_yahaya,Goni Yahaya,Goni Yahaya,,,kumalia
clusters,government_day_secondary_school_(gdss),GOVERNMENT DAY SECONDARY SCHOOL (GDSS),GOVERNMENT DAY SECONDARY SCHOOL (GDSS),,,kumalia
clusters,government_girls_secondary_school_(ggss),GOVERNMENT GIRLS SECONDARY SCHOOL (GGSS),GOVERNMENT GIRLS SECONDARY SCHOOL (GGSS),,,kumalia
clusters,jewulari_chicago,Jewulari Chicago,Jewulari Chicago,,,kumalia
clusters,kuya_bulama_ali,Kuya Bulama Ali,Kuya Bulama Ali,,,kumalia
clusters,kuya_bulama_sheriff,Kuya Bulama Sheriff,Kuya Bulama Sheriff,,,kumalia
clusters,marina_bololo,MARINA BOLOLO,MARINA BOLOLO,,,kumalia
clusters,market_area,Market Area,Market Area,,,kumalia
clusters,police_barrack,Police Barrack,Police Barrack,,,kumalia
clusters,stadium_camp,STADIUM CAMP,STADIUM CAMP,,,kumalia
clusters,vertinary,VERTINARY,VERTINARY,,,kumalia
clusters,wakkilti,Wakkilti,Wakkilti,,,kumalia
clusters,banki_camp,BANKI CAMP,BANKI CAMP,,,kumshe
clusters,gssss_camp_bama,GSSSS CAMP BAMA,GSSSS CAMP BAMA,,,kumshe
clusters,anguwan_madu,Anguwan Madu,Anguwan Madu,,,kurba_gayi
clusters,anguwan_mallam_yau,Anguwan Mallam Yau,Anguwan Mallam Yau,,,kurba_gayi
clusters,fika,Fika,Fika,,,kurba_gayi
clusters,jauro_dahiru,Jauro Dahiru,Jauro Dahiru,,,kurba_gayi
clusters,laro_jauro_ishaku,Laro Jauro Ishaku,Laro Jauro Ishaku,,,kurba_gayi
clusters,laro_jauro_tukur,Laro Jauro Tukur,Laro Jauro Tukur,,,kurba_gayi
clusters,zobi_jauro_umar,Zobi Jauro Umar,Zobi Jauro Umar,,,kurba_gayi
clusters,abbari_bulama_mustapha,ABBARI BULAMA MUSTAPHA,ABBARI BULAMA MUSTAPHA,,,kurnawa
clusters,kurnawa_fulatari_b,KURNAWA FULATARI B.,KURNAWA FULATARI B.,,,kurnawa
clusters,kurnawa_modu_aji,KURNAWA MODU AJI,KURNAWA MODU AJI,,,kurnawa
clusters,_mubba_, Mubba , Mubba ,,,kwajaffa
clusters,anguwan_tukur,Anguwan Tukur,Anguwan Tukur,,,kwajaffa
clusters,charkida_baba,CHARKIDA BABA,CHARKIDA BABA,,,kwajaffa
clusters,harang,Harang,Harang,,,kwajaffa
clusters,naiwa_fulani,Naiwa Fulani,Naiwa Fulani,,,kwarhi
clusters,alami,Alami,Alami,,,kwaya_kusar
clusters,biri,Biri,Biri,,,kwaya_kusar
clusters,hassan_wara_baban_bola,Hassan Wara Baban Bola,Hassan Wara Baban Bola,,,kwaya_kusar
clusters,mai_unguwan_shuaibu,Mai Unguwan Shuaibu,Mai Unguwan Shuaibu,,,kwaya_kusar
clusters,maiba_bakari,Maiba Bakari,Maiba Bakari,,,kwaya_kusar
clusters,billa_sibdurhina,Billa Sibdurhina,Billa Sibdurhina,,,kwayabura
clusters,tawasu,Tawasu,Tawasu,,,kwayabura
clusters,jammel,Jammel,Jammel,,,lafiya_loi_loi
clusters,lamido_gomna_tsangaya,Lamido Gomna Tsangaya,Lamido Gomna Tsangaya,,,lafiya_loi_loi
clusters,lamido_haruna_derdu,Lamido Haruna Derdu,Lamido Haruna Derdu,,,lafiya_loi_loi
clusters,kwaba,KWABA,KWABA,,,lakundum
clusters,k/fada,K/FADA,K/FADA,,,lamisu
clusters,mundulmari,Mundulmari,Mundulmari,,,lamisula
clusters,_sakuwa_fulani_, Sakuwa Fulani , Sakuwa Fulani ,,,lamurde
clusters,ha_1,HA_1,HA_1,,,lamurde
clusters,sakuwa_fulani,Sakuwa Fulani,Sakuwa Fulani,,,lamurde
clusters,ssa_1,SSA_1,SSA_1,,,lamurde
clusters,ardo_bujiji,ARDO BUJIJI,ARDO BUJIJI,,,lantaiwa
clusters,bulama_futau,BULAMA FUTAU,BULAMA FUTAU,,,lantaiwa
clusters,maina_tindim,MAINA TINDIM,MAINA TINDIM,,,lantaiwa
clusters,_zango_1_, ZANGO 1 , ZANGO 1 ,,,lawan_fannami
clusters,custom,CUSTOM,CUSTOM,,,lawan_fannami
clusters,jaji_kaku,JAJI KAKU,JAJI KAKU,,,lawan_fannami
clusters,layin_askirawa,LAYIN ASKIRAWA,LAYIN ASKIRAWA,,,lawan_fannami
clusters,mallam_nasoro,MALLAM NASORO,MALLAM NASORO,,,lawan_fannami
clusters,albarkawa,ALBARKAWA,ALBARKAWA,,,lawan_musa
clusters,isa_ali_jawa,ISA ALI JAWA,ISA ALI JAWA,,,lawan_musa
clusters,ramin_birki,RAMIN BIRKI,RAMIN BIRKI,,,lawan_musa
clusters,saje_gero,SAJE GERO,SAJE GERO,,,lawan_musa
clusters,ha_35,HA_35,HA_35,,,libbo
clusters,bila_lawan,Bila Lawan,Bila Lawan,,,likama
clusters,chongom_mai_gari_abdulraziku,Chongom Mai Gari Abdulraziku,Chongom Mai Gari Abdulraziku,,,limanti
clusters,dawal_jauro_magawata,Dawal Jauro Magawata,Dawal Jauro Magawata,,,limanti
clusters,jauro_idi,Jauro Idi,Jauro Idi,,,limanti
clusters,limawa,Limawa,Limawa,,,limawa
clusters,gunda,Gunda,Gunda,,,lokoro
clusters,lokuwa,Lokuwa,Lokuwa,,,lokuwa
clusters,abuja_machina,ABUJA MACHINA,ABUJA MACHINA,,,machina
clusters,machina_kwari,MACHINA KWARI,MACHINA KWARI,,,machina
clusters,sarkin_hauwasa,SARKIN HAUWASA,SARKIN HAUWASA,,,machina
clusters,madzye,Madzye,Madzye,,,madzi
clusters,ajari,AJARI,AJARI,,,mafa
clusters,ajari_abba_kawu,Ajari Abba Kawu,Ajari Abba Kawu,,,mafa
clusters,ajari_wakilti,Ajari Wakilti,Ajari Wakilti,,,mafa
clusters,ajikolori_kk,Ajikolori Kk,Ajikolori Kk,,,mafa
clusters,alajiri_alhaji_dala,Alajiri Alhaji Dala,Alajiri Alhaji Dala,,,mafa
clusters,alajiri_alhaji_tar,Alajiri Alhaji Tar,Alajiri Alhaji Tar,,,mafa
clusters,bulamari,BULAMARI,BULAMARI,,,mafa
clusters,bulamari_adam_injinma,Bulamari Adam Injinma,Bulamari Adam Injinma,,,mafa
clusters,government_girls'_secondary_school,GOVERNMENT GIRLS' SECONDARY SCHOOL,GOVERNMENT GIRLS' SECONDARY SCHOOL,,,mafa
clusters,hausari_alhaji_sale,Hausari Alhaji Sale,Hausari Alhaji Sale,,,mafa
clusters,mafa_ajiyari,MAFA AJIYARI,MAFA AJIYARI,,,mafa
clusters,mafa_lawanti,MAFA LAWANTI,MAFA LAWANTI,,,mafa
clusters,mafa_primary_school_camp,MAFA PRIMARY SCHOOL CAMP,MAFA PRIMARY SCHOOL CAMP,,,mafa
clusters,tukulori_bulama_dala,Tukulori Bulama Dala,Tukulori Bulama Dala,,,mafa
clusters,wulari,WULARI,WULARI,,,mafa
clusters,wulari_john_banana,Wulari John Banana,Wulari John Banana,,,mafa
clusters,tafawa_balewa_a,Tafawa Balewa A,Tafawa Balewa A,,,mafoni
clusters,_chingo_yakku_, Chingo Yakku , Chingo Yakku ,,,magumeri
clusters,ajari,Ajari,Ajari,,,magumeri
clusters,kasugula,KASUGULA,KASUGULA,,,magumeri
clusters,kasugula_asabe,Kasugula Asabe,Kasugula Asabe,,,magumeri
clusters,modu_kemeri,MODU KEMERI,MODU KEMERI,,,magumeri
clusters,maimalari,MAIMALARI,MAIMALARI,,,maimalari
clusters,walajingo,WALAJINGO,WALAJINGO,,,maimalari
clusters,kaleri_behind_clinic,Kaleri Behind Clinic,Kaleri Behind Clinic,,,maimusari
clusters,layin_borehole,Layin Borehole,Layin Borehole,,,maimusari
clusters,layin_ngoshe_i,Layin Ngoshe I,Layin Ngoshe I,,,maimusari
clusters,ngomari_gana,NGOMARI GANA,NGOMARI GANA,,,maimusari
clusters,_bulama_dumba_, Bulama Dumba , Bulama Dumba ,,,mainok
clusters,bulama_aboremi,Bulama Aboremi,Bulama Aboremi,,,mainok
clusters,bulama_ali,Bulama Ali,Bulama Ali,,,mainok
clusters,bulama_bukar_kaltumi,Bulama Bukar Kaltumi,Bulama Bukar Kaltumi,,,mainok
clusters,bulama_mallam,Bulama Mallam,Bulama Mallam,,,mainok
clusters,wulari,Wulari,Wulari,,,mainok
clusters,ali_gambori,ALI GAMBORI,ALI GAMBORI,,,mairari
clusters,ali_gambori_1,Ali Gambori 1,Ali Gambori 1,,,mairari
clusters,aljari,Aljari,Aljari,,,mairari
clusters,bukar_kawuri,Bukar Kawuri,Bukar Kawuri,,,mairari
clusters,gam_gam,Gam Gam,Gam Gam,,,mairari
clusters,goni_usmanti,Goni Usmanti,Goni Usmanti,,,mairari
clusters,mairari,MAIRARI,MAIRARI,,,mairari
clusters,mallam_yuramti,Mallam Yuramti,Mallam Yuramti,,,mairari
clusters,lawanti_central,Lawanti Central,Lawanti Central,,,mairi
clusters,_moduganari_, MODUGANARI , MODUGANARI ,,,maisandari
clusters,bulama_bukar,Bulama Bukar,Bulama Bukar,,,maisandari
clusters,eyn_church_area,Eyn Church Area,Eyn Church Area,,,maisandari
clusters,kwalbety_area,Kwalbety Area,Kwalbety Area,,,maisandari
clusters,layin_bori,Layin Bori,Layin Bori,,,maisandari
clusters,3bed_room_extension,3bED Room Extension,3bED Room Extension,,,maisandari_wi
clusters,commissiner's_qters_east,Commissiner's Qters East,Commissiner's Qters East,,,maisandari_wi
clusters,don_etiebet_south,Don Etiebet South,Don Etiebet South,,,maisandari_wi
clusters,fed_poly_clinic_area,Fed Poly Clinic Area,Fed Poly Clinic Area,,,maisandari_wi
clusters,fedral_polytechnich_east,Fedral Polytechnich East,Fedral Polytechnich East,,,maisandari_wi
clusters,maisandari_goni_muktar,Maisandari Goni Muktar,Maisandari Goni Muktar,,,maisandari_wi
clusters,maisandari_lawanti,Maisandari Lawanti,Maisandari Lawanti,,,maisandari_wi
clusters,model_qrts,Model Qrts.,Model Qrts.,,,maisandari_wi
clusters,waziri_ibrahim_estate_old_mosque_area,Waziri Ibrahim Estate Old Mosque Area,Waziri Ibrahim Estate Old Mosque Area,,,maisandari_wi
clusters,waziri_ibrahim_housing_south,Waziri Ibrahim Housing South,Waziri Ibrahim Housing South,,,maisandari_wi
clusters,huri_village_camp,HURI VILLAGE CAMP,HURI VILLAGE CAMP,,,maisandari_wi
clusters,abba_kaari,Abba Kaari,Abba Kaari,,,maiwa
clusters,lamidos,LAMIDOS,LAMIDOS,,,makama_a
clusters,abuja,Abuja,Abuja,,,malari
clusters,ajari,Ajari,Ajari,,,malari
clusters,galtimari,GALTIMARI,GALTIMARI,,,malari
clusters,unguwan_mal_sani,Unguwan Mal. Sani,Unguwan Mal. Sani,,,mamudo
clusters,garga_gana,GARGA GANA,GARGA GANA,,,manda_daa
clusters,gindo,GINDO,GINDO,,,manda_daa
clusters,ha_15,HA_15,HA_15,,,manjekin
clusters,nyibango,Nyibango,Nyibango,,,manjekin
clusters,shuware_bichel,Shuware Bichel,Shuware Bichel,,,manjekin
clusters,dadugburuk,Dadugburuk,Dadugburuk,,,mapeo
clusters,ha_130,HA_130,HA_130,,,mapeo
clusters,ha_37,HA_37,HA_37,,,mapeo
clusters,nawakgi,Nawakgi,Nawakgi,,,mapeo
clusters,azare,Azare,Azare,,,marama_kidang
clusters,dikir_bulama_ibrahim_thlama,Dikir Bulama Ibrahim Thlama,Dikir Bulama Ibrahim Thlama,,,marama_kidang
clusters,faransawa,FARANSAWA,FARANSAWA,,,marmari_gudugurka
clusters,kadawat_ibrahim,KADAWAT IBRAHIM,KADAWAT IBRAHIM,,,marmari_gudugurka
clusters,kadawati_gal,KADAWATI GAL,KADAWATI GAL,,,marmari_gudugurka
clusters,mainawa,MAINAWA,MAINAWA,,,marmari_gudugurka
clusters,shangayari,SHANGAYARI,SHANGAYARI,,,marmari_gudugurka
clusters,wur_j_mal,WUR J. MAL,WUR J. MAL,,,marmari_gudugurka
clusters,bokoloji,BOKOLOJI,BOKOLOJI,,,masaba
clusters,dumburi_layin_alhmaikura,DUMBURI LAYIN ALH.MAIKURA,DUMBURI LAYIN ALH.MAIKURA,,,masaba
clusters,masaba_abasha,MASABA ABASHA,MASABA ABASHA,,,masaba
clusters,masallacin_fulani,MASALLACIN FULANI,MASALLACIN FULANI,,,masaba
clusters,saleri,SALERI,SALERI,,,masaba
clusters,jahannamari,Jahannamari,Jahannamari,,,mashamari
clusters,kwanan_yobe_sabo,Kwanan Yobe Sabo,Kwanan Yobe Sabo,,,mashamari
clusters,ma'ajiri_mangulowa,Ma'Ajiri Mangulowa,Ma'Ajiri Mangulowa,,,mashamari
clusters,margi_line,Margi Line,Margi Line,,,mashamari
clusters,modu_sunoma,Modu Sunoma,Modu Sunoma,,,mashamari
clusters,shokari,SHOKARI,SHOKARI,,,mashamari
clusters,simari_borehole,Simari Borehole,Simari Borehole,,,mashamari
clusters,mashio_mch,Mashio MCH,Mashio MCH,,,mashio
clusters,bullere,Bullere,Bullere,,,mayo_bani
clusters,dadigal_b,Dadigal B,Dadigal B,,,mayo_bani
clusters,ha_6,HA_6,HA_6,,,mayo_bani
clusters,ha_7,HA_7,HA_7,,,mayo_bani
clusters,mayo_bani,MAYO BANI,MAYO BANI,,,mayo_bani
clusters,bamtahi,Bamtahi,Bamtahi,,,mayo_farang
clusters,dibanci,Dibanci,Dibanci,,,mayo_farang
clusters,gani_gaku,Gani gaku,Gani gaku,,,mayo_farang
clusters,ha_110,HA_110,HA_110,,,mayo_farang
clusters,ha_123,HA_123,HA_123,,,mayo_farang
clusters,ha_49,HA_49,HA_49,,,mayo_farang
clusters,mayo_dembi_j_ahijo,Mayo Dembi J Ahijo,Mayo Dembi J Ahijo,,,mayo_farang
clusters,wuro_yombe_gabas,Wuro Yombe Gabas,Wuro Yombe Gabas,,,mayo_farang
clusters,yerkola,Yerkola,Yerkola,,,mayo_farang
clusters,gatugel,Gatugel,Gatugel,,,mayo_inne
clusters,borkono,Borkono,Borkono,,,mayo_kalaye
clusters,ha_19,HA_19,HA_19,,,mayo_kalaye
clusters,ha_43,HA_43,HA_43,,,mayo_kalaye
clusters,ha_84,HA_84,HA_84,,,mayo_kalaye
clusters,basulum,Basulum,Basulum,,,mayo_nguli
clusters,ha_1,HA_1,HA_1,,,mayo_nguli
clusters,ha_5,HA_5,HA_5,,,mayo_nguli
clusters,holeh,Holeh,Holeh,,,mayo_nguli
clusters,kerewa_a_maigari_maina,Kerewa A Maigari MAINA,Kerewa A Maigari MAINA,,,mayori
clusters,kerewa_b_maigari_alhaji,Kerewa B Maigari Alhaji,Kerewa B Maigari Alhaji,,,mayori
clusters,kerewa_bukar,Kerewa Bukar,Kerewa Bukar,,,mayori
clusters,mungono_kura,Mungono Kura,Mungono Kura,,,mayori
clusters,tsangaya,Tsangaya,Tsangaya,,,mayori
clusters,bila_bukar_shanki,Bila Bukar Shanki,Bila Bukar Shanki,,,mbalala
clusters,bila_fali,Bila Fali,Bila Fali,,,mbalala
clusters,bila_pudza,Bila Pudza,Bila Pudza,,,mbalala
clusters,ngadarma_bila_butu,Ngadarma Bila Butu,Ngadarma Bila Butu,,,mbalala
clusters,ngadarma_bila_yahi,Ngadarma Bila Yahi,Ngadarma Bila Yahi,,,mbalala
clusters,ha_7,HA_7,HA_7,,,mbamba
clusters,sebore_guga,Sebore Guga,Sebore Guga,,,mbamba
clusters,yoka_sala,Yoka Sala,Yoka Sala,,,mbamba
clusters,ha_42,HA_42,HA_42,,,mbula
clusters,ha_53,HA_53,HA_53,,,mbullo
clusters,sabon_garin_mumuye,Sabon Garin Mumuye,Sabon Garin Mumuye,,,mbullo
clusters,central,CENTRAL,CENTRAL,,,michika_1
clusters,ha_1,HA_1,HA_1,,,michika_1
clusters,michika_1,Michika 1,Michika 1,,,michika_1
clusters,watu,Watu,Watu,,,michika_1
clusters,zaibadari,ZAIBADARI,ZAIBADARI,,,michika_1
clusters,sangare_i,SANGARE I,SANGARE I,,,michika_2
clusters,anguwan_bakolo,Anguwan Bakolo,Anguwan Bakolo,,,modire
clusters,boarding_primary_school,BOARDING PRIMARY SCHOOL,BOARDING PRIMARY SCHOOL,,,moholo
clusters,bulemari/ajiri,BULEMARI/AJIRI,BULEMARI/AJIRI,,,moholo
clusters,general_hospital_rann,GENERAL HOSPITAL RANN,GENERAL HOSPITAL RANN,,,moholo
clusters,kilagaru_camp,KILAGARU CAMP,KILAGARU CAMP,,,moholo
clusters,_secretariat_, Secretariat , Secretariat ,,,monguno
clusters,secretariat,Secretariat,Secretariat,,,monguno
clusters,water_board,WATER BOARD,WATER BOARD,,,monguno
clusters,ha_6,HA_6,HA_6,,,muchalla
clusters,ribawo,Ribawo,Ribawo,,,muchalla
clusters,ssa_2,SSA_2,SSA_2,,,muchalla
clusters,ha_1,HA_1,HA_1,,,mugulbu
clusters,ha_14,HA_14,HA_14,,,mugulbu
clusters,ha_16,HA_16,HA_16,,,mugulbu
clusters,lewa,Lewa,Lewa,,,mugulbu
clusters,markin,Markin,Markin,,,mugulbu
clusters,mayo_lope,Mayo Lope,Mayo Lope,,,mugulbu
clusters,vinde_ngabda,Vinde Ngabda,Vinde Ngabda,,,mugulbu
clusters,ang__m_sani,Ang  M Sani,Ang  M Sani,,,muguram
clusters,fulatari,Fulatari,Fulatari,,,muguram
clusters,jadam_bulama,Jadam Bulama,Jadam Bulama,,,muguram
clusters,labakol,Labakol,Labakol,,,muguram
clusters,lamido_buro,Lamido Buro,Lamido Buro,,,muguram
clusters,m_ya'u,M. Ya'u,M. Ya'u,,,muguram
clusters,duga_catholic,Duga Catholic,Duga Catholic,,,mujara
clusters,gimulungwa,Gimulungwa,Gimulungwa,,,mujara
clusters,ha_27,HA_27,HA_27,,,mujara
clusters,ha_7,HA_7,HA_7,,,mujara
clusters,koriya_nassarawo,Koriya Nassarawo,Koriya Nassarawo,,,mujara
clusters,lira,Lira,Lira,,,mujara
clusters,murfa_kalam,Murfa Kalam,Murfa Kalam,,,murfakalam
clusters,mutai,MUTAI,MUTAI,,,mutai
clusters,ha_55,HA_55,HA_55,,,namtari
clusters,ha_57,HA_57,HA_57,,,namtari
clusters,ha_6,HA_6,HA_6,,,namtari
clusters,ha_64,HA_64,HA_64,,,namtari
clusters,kwanan_waya,KWANAN WAYA,KWANAN WAYA,,,namtari
clusters,malkohi_village,MALKOHI VILLAGE,MALKOHI VILLAGE,,,namtari
clusters,godoweli,GODOWELI,GODOWELI,,,nangere
clusters,bye_pass,BYE PASS,BYE PASS,,,nassarawo_yola
clusters,nassarawo,Nassarawo,Nassarawo,,,nassarawo_mubi
clusters,sebore_fulm_a,Sebore Fulm A,Sebore Fulm A,,,nassarawo_mubi
clusters,yelwayelwa,YelwaYelwa,YelwaYelwa,,,nassarawo_yola
clusters,ha_18,HA_18,HA_18,,,nassarawo_demsa
clusters,nyunyuje,Nyunyuje,Nyunyuje,,,nassarawo_demsa
clusters,nayinawa_audutel_north,Nayinawa Audutel North,Nayinawa Audutel North,,,nayinawa
clusters,tsa_m_t_borehole,Tsa. M. T Borehole,Tsa. M. T Borehole,,,nayinawa
clusters,ha_147,HA_147,HA_147,,,ndikong
clusters,ha_32,HA_32,HA_32,,,ndikong
clusters,sabon_gari_titi,Sabon Gari Titi,Sabon Gari Titi,,,ndikong
clusters,wuro_bokki_kotele,Wuro Bokki Kotele,Wuro Bokki Kotele,,,ndikong
clusters,biyumo,Biyumo,Biyumo,,,nduku
clusters,wuro_modibbo,Wuro Modibbo,Wuro Modibbo,,,nduku
clusters,_lcbc_quarters_, Lcbc Quarters , Lcbc Quarters ,,,ngala
clusters,arabic_village_camp,ARABIC VILLAGE CAMP,ARABIC VILLAGE CAMP,,,ngala
clusters,international_school_camp,INTERNATIONAL SCHOOL CAMP,INTERNATIONAL SCHOOL CAMP,,,ngala
clusters,ndufu,Ndufu,Ndufu,,,ngala
clusters,yobe_alhaji_barka_goni_bukar,Yobe Alhaji Barka Goni Bukar,Yobe Alhaji Barka Goni Bukar,,,ngala
clusters,dumbulwa_'b',DUMBULWA 'B',DUMBULWA 'B',,,ngalda
clusters,garin_chindo,Garin chindo,Garin chindo,,,ngalda
clusters,jauro_gugo,Jauro Gugo,Jauro Gugo,,,ngalda
clusters,karem,Karem,Karem,,,ngalda
clusters,makama,Makama,Makama,,,ngalda
clusters,nasarawa,NASARAWA,NASARAWA,,,ngalda
clusters,ung_yakubu,UNG YAKUBU,UNG YAKUBU,,,ngalda
clusters,yabata_yamma,YABATA YAMMA,YABATA YAMMA,,,ngalda
clusters,chiromari,Chiromari,Chiromari,,,ngamdu
clusters,anguwan_gabas,ANGUWAN GABAS,ANGUWAN GABAS,,,ngarbi
clusters,ha_5,HA_5,HA_5,,,ngbebogun
clusters,alakoya,Alakoya,Alakoya,,,ngelzarma_a
clusters,febbi,Febbi,Febbi,,,ngelzarma_a
clusters,fune,Fune,Fune,,,ngelzarma_a
clusters,milbiyu,Milbiyu,Milbiyu,,,ngelzarma_a
clusters,sudande,SUDANDE,SUDANDE,,,ngelzarma_b
clusters,_filin_idi_, FILIN IDI , FILIN IDI ,,,nglaiwa
clusters,lampade,Lampade,Lampade,,,ngojin
clusters,ha_17,HA_17,HA_17,,,ngurore
clusters,ha_24,HA_24,HA_24,,,ngurore
clusters,ha_3,HA_3,HA_3,,,ngurore
clusters,bul_woghi,Bul Woghi,Bul Woghi,,,ninkisi_wuro_ngiki
clusters,ha_13,HA_13,HA_13,,,ninkisi_wuro_ngiki
clusters,ha_9,HA_9,HA_9,,,ninkisi_wuro_ngiki
clusters,bb_bread_b,BB Bread B,BB Bread B,,,njiwaji_gwange
clusters,bulama_ali,Bulama Ali,Bulama Ali,,,njiwaji_gwange
clusters,bulama_ali_b,Bulama Ali B,Bulama Ali B,,,njiwaji_gwange
clusters,layin_tsamiya,Layin Tsamiya,Layin Tsamiya,,,njiwaji_gwange
clusters,new_sabon_fegi_a,New Sabon Fegi A,New Sabon Fegi A,,,njiwaji_gwange
clusters,new_sabon_fegi_b,New Sabon Fegi B,New Sabon Fegi B,,,njiwaji_gwange
clusters,old_gwange_b,Old Gwange B,Old Gwange B,,,njiwaji_gwange
clusters,bamtato,BAMTATO,BAMTATO,,,numan_1
clusters,wodi_pare,WODI PARE,WODI PARE,,,numan_2
clusters,alhaji_shaibu,Alhaji Shaibu,Alhaji Shaibu,,,nyibago
clusters,demsa,Demsa,Demsa,,,nyibago
clusters,tudun_wada_tabong,Tudun Wada Tabong,Tudun Wada Tabong,,,nyibago
clusters,abachari,ABACHARI,ABACHARI,,,nzuda_wuyaram
clusters,bulama_malla_yarima,Bulama Malla Yarima,Bulama Malla Yarima,,,nzuda_wuyaram
clusters,estate_camp,ESTATE CAMP,ESTATE CAMP,,,nzuda_wuyaram
clusters,hausari,Hausari,Hausari,,,nzuda_wuyaram
clusters,hausari_h_community,HAUSARI H. COMMUNITY,HAUSARI H. COMMUNITY,,,nzuda_wuyaram
clusters,kachala_burari_gana,Kachala Burari Gana,Kachala Burari Gana,,,nzuda_wuyaram
clusters,_faria_gidan_block_camp_, FARIA GIDAN BLOCK CAMP , FARIA GIDAN BLOCK CAMP ,,,old_maiduguri
clusters,_shuwari_4_, SHUWARI 4 , SHUWARI 4 ,,,old_maiduguri
clusters,faria_gidan_block_camp,FARIA GIDAN BLOCK CAMP,FARIA GIDAN BLOCK CAMP,,,old_maiduguri
clusters,shuwari_1,SHUWARI 1,SHUWARI 1,,,old_maiduguri
clusters,shuwari_camp,SHUWARI CAMP,SHUWARI CAMP,,,old_maiduguri
clusters,ardo_bogga,Ardo Bogga,Ardo Bogga,,,pama_whitambaya
clusters,bulama_asugu,Bulama Asugu,Bulama Asugu,,,pama_whitambaya
clusters,ha_42,HA_42,HA_42,,,pariya
clusters,_galdimare_, GALDIMARE , GALDIMARE ,,,peta
clusters,anguwan_audu,Anguwan Audu,Anguwan Audu,,,peta
clusters,liman_umar,Liman Umar,Liman Umar,,,peta
clusters,ghung_paul,Ghung Paul,Ghung Paul,,,puba_vidau
clusters,ha_39,HA_39,HA_39,,,puba_vidau
clusters,lokoja_lawan,Lokoja Lawan,Lokoja Lawan,,,puba_vidau
clusters,bulabulin,BULABULIN,BULABULIN,,,pulka_bokko
clusters,camp_2_(wege),CAMP 2 (WEGE),CAMP 2 (WEGE),,,pulka_bokko
clusters,damara_arrival_centre,DAMARA ARRIVAL CENTRE,DAMARA ARRIVAL CENTRE,,,pulka_bokko
clusters,kiva,KIVA,KIVA,,,pulka_bokko
clusters,pulka_town,Pulka Town,Pulka Town,,,pulka_bokko
clusters,umbazah_rock_side_camp,UMBAZAH ROCK SIDE CAMP,UMBAZAH ROCK SIDE CAMP,,,pulka_bokko
clusters,wege_extension,WEGE EXTENSION,WEGE EXTENSION,,,pulka_bokko
clusters,bari_bari,Bari Bari,Bari Bari,,,purakayo
clusters,ssa_3,SSA_3,SSA_3,,,purakayo
clusters,dasin_hausa,Dasin Hausa,Dasin Hausa,,,ribadu
clusters,ha_12,HA_12,HA_12,,,ribadu
clusters,kulere,Kulere,Kulere,,,ribadu
clusters,ngongong,Ngongong,Ngongong,,,rigange
clusters,chul_anguwan_hakimi,Chul Anguwan Hakimi,Chul Anguwan Hakimi,,,rumirgu_chul
clusters,lagunasara_a_bulama_abdu,Lagunasara A Bulama Abdu,Lagunasara A Bulama Abdu,,,rumirgu_chul
clusters,_fulatari_, FULATARI , FULATARI ,,,sabon_gari
clusters,_zango_2_, ZANGO 2 , ZANGO 2 ,,,sabon_gari
